initial situation
200
0.390817,0.776019,0.000298,0.000412,0.009041,0.479021,4
0.275383,0.549201,-0.000023,0.000129,0.008609,0.545914,5
0.907296,0.629537,0.000217,-0.000358,0.009713,0.642788,4
0.136483,0.799788,-0.000343,-0.000099,0.005457,0.451916,7
0.216076,0.507806,0.000339,0.000113,0.009994,0.518413,4
0.490056,0.965824,-0.000207,0.000271,0.007146,0.610698,5
0.885822,0.281501,-0.000148,0.000308,0.006401,0.767611,3
0.520895,0.085221,-0.000308,0.000163,0.009696,0.756093,3
0.019935,0.455695,-0.000437,-0.000262,0.004385,0.788254,5
0.264238,0.534846,-0.000125,0.000260,0.009106,0.605014,1
0.038998,0.434491,0.000432,0.000431,0.007190,0.688381,5
0.634583,0.351064,0.000188,-0.000334,0.008431,0.576042,1
0.327372,0.226913,0.000393,-0.000150,0.008975,0.674668,6
0.652353,0.852209,-0.000060,0.000424,0.007532,0.559375,7
0.903588,0.478580,-0.000284,0.000450,0.008105,0.768051,2
0.635127,0.427942,0.000120,-0.000219,0.009286,0.714401,2
0.224596,0.186280,-0.000224,0.000056,0.006682,0.566601,7
0.102197,0.124885,-0.000005,0.000260,0.009441,0.793901,5
0.380082,0.743693,-0.000131,-0.000206,0.008107,0.492905,6
0.151557,0.728146,-0.000375,0.000293,0.005466,0.465641,6
0.945879,0.052296,0.000022,-0.000324,0.004447,0.496025,4
0.651051,0.959283,0.000139,0.000260,0.008396,0.437392,5
0.077675,0.069409,-0.000295,-0.000039,0.007121,0.727871,5
0.051496,0.156460,0.000500,-0.000296,0.008533,0.755982,7
0.053518,0.861846,-0.000428,-0.000496,0.009987,0.769228,1
0.162302,0.389700,0.000413,0.000320,0.005082,0.543638,5
0.449192,0.682248,-0.000400,0.000031,0.007477,0.702918,1
0.571228,0.868879,0.000248,0.000129,0.009953,0.414168,6
0.917049,0.865412,0.000331,0.000479,0.008999,0.697524,5
0.660277,0.492335,-0.000336,0.000330,0.009902,0.755580,3
0.246085,0.624508,-0.000271,0.000201,0.007898,0.526747,1
0.073761,0.629661,-0.000276,0.000151,0.005389,0.604274,2
0.543005,0.715183,-0.000387,-0.000029,0.005680,0.637016,5
0.334096,0.842000,-0.000065,-0.000497,0.006706,0.537977,7
0.231787,0.669397,-0.000017,-0.000018,0.008999,0.521982,2
0.618654,0.040656,-0.000086,0.000196,0.005095,0.669575,2
0.183499,0.605401,0.000127,0.000231,0.006083,0.531350,3
0.916113,0.681187,0.000153,-0.000243,0.005213,0.612976,3
0.872503,0.682308,-0.000406,-0.000389,0.005563,0.544640,5
0.661518,0.286595,0.000276,-0.000212,0.007559,0.531857,3
0.003543,0.819195,-0.000169,-0.000312,0.009906,0.574599,5
0.757595,0.692425,-0.000379,0.000186,0.009514,0.553533,3
0.907423,0.853592,-0.000296,0.000294,0.009658,0.619217,6
0.901065,0.865738,-0.000002,0.000076,0.009430,0.465103,6
0.487875,0.459402,0.000349,-0.000004,0.009187,0.516421,1
0.721653,0.137931,0.000103,-0.000008,0.008105,0.735253,5
0.220840,0.495998,-0.000379,-0.000362,0.005069,0.544177,6
0.899771,0.616129,0.000337,0.000318,0.009591,0.598430,7
0.654637,0.605007,-0.000241,-0.000349,0.006366,0.429018,3
0.360732,0.285997,-0.000169,-0.000409,0.007883,0.570931,5
0.263470,0.653805,0.000262,-0.000013,0.007501,0.462909,5
0.513700,0.206232,0.000058,-0.000074,0.007754,0.731976,5
0.324231,0.725373,0.000139,0.000485,0.005466,0.535297,5
0.408809,0.005382,0.000283,0.000274,0.004816,0.517471,3
0.714377,0.048710,-0.000051,0.000486,0.009193,0.683164,4
0.859260,0.093277,-0.000400,-0.000117,0.006843,0.520705,5
0.130536,0.051052,-0.000447,-0.000042,0.008855,0.712347,7
0.118319,0.585712,0.000079,0.000030,0.006655,0.638018,2
0.883546,0.473808,-0.000330,0.000110,0.005826,0.610299,1
0.231886,0.823521,-0.000430,-0.000401,0.007577,0.769491,1
0.223937,0.821073,-0.000209,-0.000143,0.006890,0.751311,7
0.653287,0.036004,-0.000243,0.000278,0.008889,0.650386,2
0.219717,0.196862,0.000112,-0.000390,0.005849,0.669842,3
0.198686,0.397851,-0.000184,-0.000066,0.008317,0.492398,6
0.153610,0.551400,-0.000485,-0.000120,0.007197,0.552867,7
0.258251,0.644186,0.000052,0.000420,0.008424,0.674395,6
0.309397,0.640601,-0.000494,0.000033,0.008187,0.737564,3
0.514441,0.397561,-0.000138,0.000219,0.007856,0.720759,3
0.032731,0.063248,0.000186,-0.000312,0.004917,0.647583,3
0.001117,0.005667,-0.000195,-0.000238,0.007407,0.662147,1
0.339618,0.663946,0.000379,0.000153,0.005087,0.525292,6
0.156335,0.500884,0.000329,0.000176,0.005118,0.761668,7
0.701571,0.863391,0.000047,0.000239,0.006367,0.772994,4
0.546171,0.924497,-0.000006,0.000053,0.009559,0.775652,2
0.589215,0.651362,0.000495,0.000436,0.008885,0.529817,6
0.632965,0.753602,0.000275,0.000295,0.007535,0.505114,3
0.165815,0.790062,0.000365,0.000373,0.006823,0.665766,4
0.592320,0.640649,0.000039,-0.000352,0.007672,0.631609,2
0.513899,0.825777,0.000015,-0.000387,0.008205,0.595924,4
0.810857,0.383008,0.000138,-0.000048,0.004291,0.457593,5
0.404537,0.017361,0.000218,0.000074,0.005482,0.725179,4
0.474172,0.988517,-0.000441,-0.000426,0.006680,0.656307,5
0.218615,0.626880,0.000424,0.000238,0.005336,0.585141,7
0.943990,0.940272,0.000399,0.000267,0.009104,0.533428,5
0.475013,0.944772,-0.000034,0.000384,0.005315,0.786911,4
0.774959,0.761275,0.000405,-0.000242,0.006748,0.704645,6
0.399968,0.557425,0.000054,0.000122,0.005991,0.476411,3
0.649852,0.910876,-0.000289,0.000107,0.006161,0.746173,2
0.197761,0.642485,0.000093,0.000177,0.006241,0.638536,1
0.559466,0.240839,-0.000481,-0.000156,0.007365,0.403629,7
0.764822,0.880447,0.000433,-0.000327,0.007609,0.579193,4
0.633404,0.957211,-0.000345,-0.000207,0.008771,0.752882,6
0.740613,0.471335,-0.000227,0.000447,0.009397,0.448930,6
0.713104,0.917384,-0.000316,-0.000218,0.007739,0.466866,4
0.174872,0.125687,-0.000272,0.000447,0.007757,0.405547,6
0.459668,0.645484,0.000415,-0.000399,0.004720,0.645691,7
0.493272,0.433807,-0.000207,-0.000256,0.006362,0.764956,2
0.034538,0.429622,0.000314,0.000253,0.005144,0.542553,6
0.521342,0.200100,0.000162,0.000200,0.004214,0.531046,7
0.338791,0.049773,0.000267,0.000303,0.007880,0.679485,5
0.309990,0.745386,-0.000202,0.000309,0.009425,0.475625,5
0.101016,0.156596,-0.000256,-0.000364,0.004321,0.635647,4
0.936673,0.055499,0.000425,-0.000031,0.009337,0.502788,4
0.581655,0.473967,0.000316,0.000426,0.005013,0.610609,7
0.223349,0.261959,0.000134,0.000038,0.008376,0.406660,7
0.204462,0.519448,-0.000099,-0.000193,0.006085,0.671962,1
0.267231,0.698503,-0.000167,-0.000285,0.006660,0.703683,7
0.016046,0.838276,0.000352,0.000101,0.008101,0.528591,1
0.841928,0.248419,-0.000244,-0.000427,0.007161,0.605753,7
0.526961,0.815032,0.000459,0.000237,0.007668,0.537584,1
0.023761,0.005055,-0.000013,-0.000207,0.004263,0.683305,6
0.464178,0.077707,-0.000309,-0.000016,0.007044,0.769352,4
0.243755,0.708149,0.000111,-0.000407,0.004506,0.784626,4
0.473569,0.753498,0.000278,-0.000493,0.004997,0.631445,1
0.914765,0.095588,0.000288,0.000446,0.008462,0.440592,6
0.805341,0.094526,0.000247,-0.000223,0.005436,0.469320,2
0.095853,0.972705,0.000345,-0.000158,0.008565,0.676985,2
0.649708,0.321843,0.000100,-0.000370,0.006606,0.432506,5
0.656696,0.113907,0.000381,0.000082,0.004822,0.484345,7
0.310103,0.936456,0.000268,-0.000378,0.007173,0.415306,3
0.210212,0.449755,-0.000340,-0.000192,0.006396,0.573503,1
0.125225,0.458300,-0.000416,0.000280,0.007899,0.714373,5
0.858992,0.062081,-0.000453,0.000027,0.009461,0.470853,5
0.386189,0.593415,0.000138,0.000200,0.004657,0.615765,2
0.572517,0.913317,-0.000278,0.000289,0.008935,0.549680,7
0.804255,0.385547,0.000247,0.000434,0.004585,0.739709,2
0.629940,0.511862,0.000125,0.000002,0.008287,0.631525,5
0.752788,0.597202,-0.000361,-0.000356,0.004177,0.478359,4
0.728645,0.182357,0.000167,-0.000187,0.009066,0.442231,5
0.477564,0.269073,-0.000300,-0.000212,0.004613,0.663057,2
0.504212,0.774312,0.000436,-0.000358,0.005332,0.517841,7
0.866543,0.231016,0.000174,0.000129,0.007867,0.733022,2
0.028207,0.585306,0.000118,0.000264,0.008640,0.709773,1
0.876083,0.171952,-0.000321,-0.000140,0.004461,0.577217,4
0.099892,0.323143,0.000369,0.000108,0.007885,0.441670,3
0.395387,0.363679,-0.000106,-0.000228,0.008498,0.639858,1
0.428132,0.872940,0.000175,-0.000039,0.009409,0.588656,1
0.244756,0.573638,-0.000199,-0.000374,0.005346,0.699777,6
0.191155,0.852927,-0.000367,-0.000207,0.006915,0.473831,2
0.286036,0.801012,0.000150,0.000188,0.009405,0.470165,7
0.767494,0.111862,0.000361,-0.000293,0.009758,0.797678,6
0.462105,0.821912,0.000392,0.000212,0.008007,0.562107,2
0.153314,0.667567,-0.000176,-0.000153,0.009028,0.613006,5
0.711468,0.456460,0.000041,-0.000494,0.007842,0.507474,7
0.440473,0.234431,0.000153,-0.000281,0.008160,0.539730,3
0.341267,0.050135,-0.000406,0.000309,0.006558,0.751605,7
0.282254,0.178852,-0.000141,-0.000061,0.007128,0.741514,1
0.382931,0.139115,-0.000073,-0.000397,0.008717,0.640162,5
0.865044,0.158583,0.000303,-0.000187,0.004655,0.558274,7
0.739649,0.963064,0.000459,-0.000411,0.007194,0.408203,1
0.891077,0.039344,-0.000081,-0.000316,0.009387,0.487941,3
0.073068,0.457918,-0.000091,-0.000040,0.007737,0.640731,4
0.200740,0.797299,0.000173,-0.000429,0.007380,0.785020,4
0.355976,0.924983,0.000417,-0.000397,0.006307,0.760359,6
0.916659,0.923894,-0.000410,0.000321,0.005151,0.787358,3
0.187490,0.286033,0.000128,-0.000238,0.004028,0.699471,7
0.347585,0.864764,-0.000215,0.000053,0.008331,0.670102,7
0.632867,0.429521,-0.000491,0.000496,0.007744,0.545491,5
0.263408,0.797343,-0.000209,-0.000314,0.004596,0.691881,6
0.695275,0.885916,-0.000488,0.000386,0.004042,0.470680,5
0.920854,0.672391,0.000370,-0.000224,0.004889,0.619089,6
0.220977,0.111898,-0.000047,0.000361,0.008972,0.618314,3
0.901198,0.383135,0.000456,-0.000326,0.009141,0.475077,3
0.911743,0.624011,-0.000133,0.000115,0.006161,0.606956,1
0.689225,0.017871,0.000150,0.000119,0.007011,0.677477,1
0.239152,0.668991,0.000224,-0.000036,0.009372,0.715293,6
0.332028,0.634110,-0.000318,-0.000256,0.005951,0.409830,2
0.210888,0.382775,0.000278,-0.000370,0.006506,0.405265,7
0.526058,0.519309,-0.000253,-0.000275,0.008471,0.616697,1
0.233301,0.413392,0.000239,-0.000023,0.009065,0.436997,6
0.872228,0.633923,-0.000234,-0.000285,0.009647,0.511202,7
0.300538,0.582578,0.000376,0.000015,0.006750,0.788727,1
0.977231,0.792422,-0.000110,0.000016,0.007867,0.528980,1
0.856900,0.529207,0.000084,-0.000400,0.008441,0.780354,5
0.043055,0.781325,0.000018,0.000424,0.007459,0.570918,2
0.701891,0.231441,0.000097,-0.000492,0.004833,0.727641,7
0.785275,0.125900,-0.000333,0.000276,0.007136,0.770204,5
0.246537,0.192451,-0.000468,-0.000388,0.005749,0.690910,7
0.674587,0.934697,0.000288,0.000222,0.005271,0.690738,7
0.152928,0.089420,0.000284,0.000359,0.007874,0.529078,2
0.140491,0.846782,-0.000110,0.000433,0.009204,0.792581,3
0.899480,0.113257,-0.000500,-0.000345,0.008252,0.523105,1
0.034843,0.643920,-0.000021,0.000213,0.005602,0.634879,3
0.311968,0.569334,-0.000420,-0.000032,0.006608,0.665301,6
0.980064,0.245005,-0.000305,-0.000372,0.005966,0.440449,4
0.082217,0.141669,0.000269,0.000490,0.004363,0.502595,2
0.561506,0.796877,-0.000088,0.000099,0.004867,0.579329,1
0.035311,0.156629,0.000247,-0.000150,0.005875,0.692271,7
0.390420,0.686320,-0.000355,-0.000120,0.008906,0.775585,6
